"PC1","PC2","PC3","PC4"
-1.13921045254364,0.408015839668543,-0.59067724275098,0.18183240981346
-0.596118963931935,-0.540582811103756,-1.22786389414683,0.331204693952388
-2.76408236496335,-0.44465162081929,-0.192684455127069,-0.438197164831083
-1.96399016007665,-1.09399471418115,-0.923165738862887,0.0960321127709151
-1.97886884072012,-1.14354803382001,-0.954941615857223,0.329339361363629
-1.66800596778003,-1.9711427147259,-0.821568490917705,-0.0948049443377244
-1.19049131418206,-1.23030139192476,-0.155132450795597,0.608104600781246
-2.16028261578171,-0.923351546901173,-0.624833410478342,-0.544758140035856
-2.87065161436044,-0.685782627694387,-0.330046666531169,-0.314244785225454
-1.70004376413605,-0.806333823302097,-0.482455114612706,-0.297071541859466
-0.475462742164066,0.481839115919714,-0.737042229335268,0.213877018572991
-2.45271109499125,-1.13949803561696,-0.343214132717056,-0.443700541336056
-0.470871591738688,-0.564559468891147,-1.49750940418952,0.148268344745859
-1.52504088326649,-0.587457049690245,-0.0751766139287287,-0.0404364527806509
-1.19514121572329,-0.740578088991217,-0.0831414974488639,0.372150928069048
-1.64975650105452,-0.631311221233555,-0.313357093872165,-0.385794056221922
-0.702774603517987,0.70674778942482,-0.304115420051901,0.40853854608121
-0.170647887523347,-0.356047064878424,-0.434906077690681,0.502536543388449
-1.04941233845203,-1.35506986063597,-0.394560143327203,-0.130156495772981
1.08148986199694,-1.48430065137076,0.584879601111235,0.165655278699017
0.387470788300988,-1.90371432099497,0.774233317483217,0.639729841412665
1.35296134654781,-0.854889584644045,1.25223329396815,-0.12644623034698
1.55985940067189,-1.73311499643648,-0.160397366991349,0.125562579587781
1.01587611149615,-1.94605350009848,-0.241801884344642,-0.0539107565597489
0.942969591115974,-1.35369613553553,0.352280688575285,-0.275351513819401
0.94794788934616,-1.51852096252116,0.526685990484578,0.0889824955450658
2.14023881726938,-0.505870450559037,1.50602393569831,0.62287073314201
0.134065436157961,-1.9553029650571,0.438915285873346,0.0938284386294256
1.31512753137429,-1.1202669360025,0.400869056275999,-0.634041055545768
0.973884169877214,-1.12850601520494,0.403347462816776,0.0155528499374693
1.31550622776016,-1.05461599496964,1.03237928847748,-0.358417398219922
1.61025184804217,-0.815173712900507,0.569711390313952,-0.166450384005691
1.00350112097859,-1.20562454223238,0.81925145337026,-0.0584665799774568
0.180941674691021,-2.26791925348939,1.0640200808141,0.266366462910927
1.45681624517907,-0.843325141199617,0.524210723047991,-0.682012968493612
0.410824341920871,-2.01322482604187,0.867493573753014,-0.375897948957641
0.468729990377641,0.211522190221318,-1.07514123205247,-0.436518618062873
1.06680611325672,0.32280457342222,-0.406529565250172,0.0438619319824001
1.02126329388685,0.659029873117389,-0.356279894495138,0.368153588851536
1.08927794551335,0.813685403588444,-0.0441962533647519,0.241771376335056
1.16186935717294,0.229711708620323,-0.229166155530354,0.0970035453059457
1.39678604778068,0.682184180125588,-0.270564586372843,0.151253229187804
1.41780770537514,0.825094994005158,-0.567645834094129,-0.408087441058443
1.57840167584107,0.848968217977366,-0.546258287653113,-0.61203477155577
1.95722859101967,1.35371242827279,0.00957471589356365,-0.536835189544225
1.85614412402778,0.999960793776715,-0.491849702588667,0.104634729070518
1.43904345107804,1.32933814579344,-0.341223967756664,-0.568898227925754
1.79971101473249,1.13780667002585,-0.109069589722948,-0.351126458436117
2.11644183188486,0.695910684218071,-0.982040852109111,0.282356218111865
2.1965951596272,0.564746591814981,-1.22493075088351,0.275988511247689
1.73268973527357,0.495499710311083,-0.98880608355928,0.274642676817002
1.4372424504639,0.560118112760724,0.130730818470174,0.282339315012819
1.59000221438945,1.06872547965807,-0.218558087297763,-0.319889697640192
1.39552293835331,0.382207767150425,-0.692450665731528,-0.145777459723524
2.41101168667194,0.956936569646906,-0.25620360379176,0.206111136845786
1.04645027616709,0.667641599039026,-0.447159818277817,0.240090742902733
-1.32004863189389,1.25521761046935,0.403758212745747,-0.228221762758753
-0.153176644327573,1.71428492281426,0.246097444632455,-0.182155433187922
-0.801534049185121,1.33078428654008,0.321777808539763,-0.42820790674287
-1.00811358687727,1.54626220743545,0.271962966204546,0.145223305752848
-1.35144403045799,1.20692209093915,0.601067547220328,0.256548362717619
-1.39825707830479,1.10624234783793,0.813291609127456,0.465134318651597
-2.65332775219014,1.2392570149443,0.803957951275581,-0.434922407951435
-1.50711750968066,1.51422996015138,0.617376354509317,-0.112180939255784
-1.14734027713329,1.21660960930745,0.325133734314568,-0.117451854439211
-0.935091360788568,1.5872266065159,1.04544651797083,0.102293749925428
-0.859420970320327,0.988967557061365,0.341179927365463,0.456148393918216
-1.2844680381723,1.66067579256481,0.788997273373636,-0.0682990731923549
-1.31523616197696,1.04000744177444,0.59965416563698,0.182951984686486
-1.10144729550479,0.68834923272333,-0.101331058826177,0.423630115607361
-0.912132517533565,1.35115382863543,0.774411400938768,0.324025679903851
-1.55057268200068,0.520481969198684,0.197957839753935,0.346414774182206
-0.986464502364756,1.54944914619616,0.829085503299275,-0.110244726617685
